0.000000 8.000000 0.012334 0.001008 0.000000
1.000000 8.000000 0.012203 0.000870 0.000000
2.000000 8.000000 0.012334 0.000796 0.000000
3.000000 8.000000 0.012240 0.000900 0.000000
4.000000 8.000000 0.012759 0.001516 0.000000
5.000000 8.000000 0.011962 0.000416 0.000000
6.000000 8.000000 0.012584 0.000943 0.000000
7.000000 8.000000 0.012168 0.000720 0.000000
8.000000 8.000000 0.012131 0.000988 0.000000
9.000000 8.000000 0.011991 0.000560 0.000000
10.000000 8.000000 0.012184 0.000763 0.000000
11.000000 8.000000 0.012601 0.000880 0.000000
12.000000 5.600000 0.012221 0.000928 0.000000
13.000000 0.000000 0.000000 0.000000 0.000000
14.000000 0.000000 0.000000 0.000000 0.000000
15.000000 0.000000 0.000000 0.000000 0.000000
16.000000 4.000000 0.020572 0.003748 36.000000
17.000000 8.000000 0.019714 0.000868 0.000000
18.000000 8.000000 0.019525 0.000562 0.000000
19.000000 8.000000 0.019795 0.001576 0.000000
20.000000 8.000000 0.019672 0.000681 0.000000
21.000000 8.000000 0.019454 0.001256 0.000000
22.000000 8.000000 0.019775 0.000871 0.000000
23.000000 8.000000 0.019165 0.001102 0.000000
24.000000 8.000000 0.019624 0.000794 0.000000
25.000000 7.200000 0.054780 0.043896 0.000000
26.000000 5.600000 0.094144 0.053256 0.000000
27.000000 8.000000 0.055068 0.051477 0.000000
28.000000 4.000000 0.238382 0.166100 0.000000
29.000000 9.600000 0.104450 0.035469 0.000000
