0.000000 8.000000 0.021174 0.019582 0.000000
1.000000 8.000000 0.012857 0.000891 0.000000
2.000000 8.000000 0.012060 0.000902 0.000000
3.000000 8.000000 0.012200 0.000629 0.000000
4.000000 8.000000 0.012162 0.000859 0.000000
5.000000 8.000000 0.012276 0.000996 0.000000
6.000000 8.000000 0.012179 0.000261 0.000000
7.000000 8.000000 0.012435 0.000948 0.000000
8.000000 8.000000 0.011721 0.000678 0.000000
9.000000 8.000000 0.012295 0.001046 0.000000
10.000000 8.000000 0.012336 0.000426 0.000000
11.000000 8.000000 0.012398 0.000909 0.000000
12.000000 7.200000 0.012355 0.000953 0.000000
13.000000 8.000000 0.012910 0.000783 0.000000
14.000000 8.000000 0.011913 0.000855 0.000000
15.000000 8.000000 0.012003 0.000947 0.000000
16.000000 8.000000 0.012366 0.000537 0.000000
17.000000 8.000000 0.012246 0.000913 0.000000
18.000000 7.200000 0.012093 0.001070 0.000000
19.000000 8.000000 0.017604 0.005488 0.000000
20.000000 7.200000 0.050514 0.055220 0.000000
21.000000 5.600000 0.087895 0.047930 0.000000
22.000000 8.000000 0.083350 0.088534 0.000000
23.000000 6.400000 0.012523 0.001116 0.000000
24.000000 6.400000 0.081015 0.073322 0.000000
25.000000 7.200000 0.031111 0.013780 0.000000
26.000000 8.000000 0.029065 0.013679 0.000000
27.000000 7.200000 0.030732 0.017993 0.000000
28.000000 7.200000 0.086336 0.104130 0.000000
29.000000 6.400000 0.041273 0.043023 0.000000
