0.000000 8.800000 0.031198 0.004213 0.000000
1.000000 8.000000 0.034096 0.013424 0.000000
2.000000 8.000000 0.039741 0.010390 0.000000
3.000000 6.400000 0.034227 0.010371 0.000000
4.000000 8.000000 0.021905 0.010048 0.000000
5.000000 8.000000 0.036799 0.014400 0.000000
6.000000 8.000000 0.030988 0.007189 0.000000
7.000000 8.000000 0.030431 0.010631 0.000000
8.000000 7.200000 0.032979 0.012278 0.000000
9.000000 8.000000 0.047105 0.025797 0.000000
10.000000 8.000000 0.031574 0.021444 0.000000
11.000000 5.600000 0.047777 0.036870 0.000000
12.000000 8.000000 0.014632 0.000704 0.000000
13.000000 8.000000 0.014385 0.000460 0.000000
14.000000 8.000000 0.014732 0.000891 0.000000
15.000000 8.000000 0.014934 0.001250 0.000000
16.000000 8.000000 0.014487 0.000815 0.000000
17.000000 8.000000 0.014464 0.001179 0.000000
18.000000 8.000000 0.015212 0.001301 0.000000
19.000000 8.000000 0.014890 0.000751 0.000000
20.000000 8.000000 0.014996 0.001212 0.000000
21.000000 8.000000 0.014613 0.000684 0.000000
22.000000 8.000000 0.014718 0.001066 0.000000
23.000000 8.000000 0.014674 0.000516 0.000000
24.000000 8.000000 0.014789 0.001191 0.000000
25.000000 8.000000 0.014740 0.000842 0.000000
26.000000 7.200000 0.014737 0.001184 0.000000
27.000000 8.000000 0.014497 0.000773 0.000000
28.000000 8.000000 0.014914 0.000883 0.000000
29.000000 8.000000 0.014477 0.000761 0.000000
