0.000000 8.000000 0.044119 0.044757 0.000000
1.000000 7.200000 0.050191 0.065842 0.000000
2.000000 7.200000 0.087423 0.056389 0.000000
3.000000 6.400000 0.098793 0.108312 0.000000
4.000000 6.400000 0.110045 0.071201 0.000000
5.000000 8.000000 0.012055 0.000575 0.000000
6.000000 8.000000 0.012444 0.001126 0.000000
7.000000 8.000000 0.012162 0.000858 0.000000
8.000000 8.000000 0.012639 0.001023 0.000000
9.000000 8.000000 0.012435 0.000966 0.000000
10.000000 5.600000 0.112236 0.121872 0.000000
11.000000 0.000000 0.000000 0.000000 0.000000
12.000000 0.000000 0.000000 0.000000 0.000000
13.000000 0.000000 0.000000 0.000000 0.000000
14.000000 0.000000 0.000000 0.000000 0.000000
15.000000 0.000000 0.000000 0.000000 0.000000
16.000000 0.000000 0.000000 0.000000 0.000000
17.000000 0.000000 0.000000 0.000000 0.000000
18.000000 2.400000 0.014351 0.001809 72.000000
19.000000 8.000000 0.014977 0.001163 0.000000
20.000000 8.000000 0.015129 0.000927 0.000000
21.000000 8.000000 0.014957 0.000941 0.000000
22.000000 8.000000 0.014590 0.000826 0.000000
23.000000 8.000000 0.016696 0.002640 0.000000
24.000000 5.600000 0.112017 0.115634 0.000000
25.000000 7.200000 0.131854 0.095794 0.000000
26.000000 5.600000 0.079547 0.088763 0.000000
27.000000 7.200000 0.059804 0.059240 0.000000
28.000000 8.000000 0.021677 0.011030 0.000000
29.000000 8.000000 0.014658 0.000423 0.000000
